Library Name,Street Address,City,Zip Code
NANCY FAWCETT MEMORIAL LIBRARY,724 OBERFELDER STREET,LODGEPOLE,69149
LOUISVILLE PUBLIC LIBRARY,217 MAIN STREET,LOUISVILLE,68037
LOUP CITY LIBRARY,800 NORTH 8TH STREET,LOUP CITY,68853
LYMAN PUBLIC LIBRARY,313 JEFFERS STREET,LYMAN,69352
LYONS PUBLIC LIBRARY,305 MAIN STREET,LYONS,68038
MCCOOK PUBLIC LIBRARY,802 NORRIS AVENUE,MCCOOK,69001
SUNSHINE TOWNSHIP LIBRARY,417 MAIN STREET,MASON CITY,68855
MEAD PUBLIC LIBRARY,316 SOUTH VINE,MEAD,68041
MEADOW GROVE PUBLIC LIBRARY,205 MAIN STREET,MEADOW GROVE,68752
BRENIZER PUBLIC LIBRARY,430 WEST CENTER AVENUE,MERNA,68856
WEBERMEIER MEMORIAL LIBRARY,617 2ND STREET,MILFORD,68405
MINATARE PUBLIC LIBRARY,309 MAIN STREET,MINATARE,69356
JENSEN MEMORIAL LIBRARY,443 NORTH KEARNEY,MINDEN,68959
MITCHELL PUBLIC LIBRARY,1449 CENTER AVENUE,MITCHELL,69357
MORRILL PUBLIC LIBRARY,119 EAST WEBSTER STREET,MORRILL,69358
HOOKER COUNTY LIBRARY,102 NORTH CLEVELAND AVENUE,MULLEN,69152
MORTON-JAMES PUBLIC LIBRARY,923 FIRST CORSO,NEBRASKA CITY,68410
NELIGH PUBLIC LIBRARY,710 MAIN STREET,NELIGH,68756
NELSON PUBLIC LIBRARY,10 WEST 3RD STREET,NELSON,68961
NEWMAN GROVE PUBLIC LIBRARY,615 HALE AVENUE,NEWMAN GROVE,68758
NIOBRARA PUBLIC LIBRARY,25414 PARK AVENUE STE 3,NIOBRARA,68760
NORFOLK PUBLIC LIBRARY,308 PROSPECT AVENUE,NORFOLK,68701
NORTH BEND PUBLIC LIBRARY,110 E. 13TH ST.,NORTH BEND,68649
NORTH LOUP TOWNSHIP LIBRARY,112 SOUTH B STREET,NORTH LOUP,68859
NORTH PLATTE PUBLIC LIBRARY,120 WEST 4TH STREET,NORTH PLATTE,69101
LOIS JOHNSON MEMORIAL LIBRARY,406 5TH STREET,OAKDALE,68761
OAKLAND PUBLIC LIBRARY,110 EAST 3RD STREET,OAKLAND,68045
GOODALL CITY LIBRARY,203 WEST A STREET,OGALLALA,69153
OMAHA PUBLIC LIBRARY,215 S 15TH STREET,OMAHA,68102
O'NEILL PUBLIC LIBRARY,601 E. DOUGLAS,O'NEILL,68763
ORCHARD PUBLIC LIBRARY,232 WINDOM STREET,ORCHARD,68764
ORD TOWNSHIP LIBRARY,1718 M STREET,ORD,68862
CORDELIA B PRESTON MEMORIAL LIBRARY,510 SOUTH ORLEANS AVENUE,ORLEANS,68966
OSCEOLA PUBLIC LIBRARY,131 NORTH MAIN,OSCEOLA,68651
OSHKOSH PUBLIC LIBRARY,307 WEST 1ST STREET,OSHKOSH,69154
OSMOND PUBLIC LIBRARY,412 NORTH STATE STREET,OSMOND,68765
OXFORD MUNICIPAL LIBRARY,411 OGDEN STREET,OXFORD,68967
PALISADE PUBLIC LIBRARY,124 NORTH MAIN STREET,PALISADE,69040
PALMYRA MEMORIAL LIBRARY,525 ILLINOIS PLACE,PALMYRA,68418
PAWNEE CITY PUBLIC LIBRARY,735 8TH STREET,PAWNEE CITY,68420
PAXTON PUBLIC LIBRARY,110 NORTH OAK STREET,PAXTON,69155
HOUSE MEMORIAL LIBRARY,220 THURSTON AVENUE,PENDER,68047
LIED PIERCE PUBLIC LIBRARY,207 WEST COURT,PIERCE,68767
PILGER PUBLIC LIBRARY,120 NORTH MAIN,PILGER,68768
PLAINVIEW CARNEGIE LIBRARY,102 S MAIN STREET,PLAINVIEW,68769
PLATTSMOUTH PUBLIC LIBRARY,401 AVENUE A,PLATTSMOUTH,68048
POLK PUBLIC LIBRARY,180 NORTH MAIN,POLK,68654
PONCA CARNEGIE LIBRARY,203 2ND STREET,PONCA,68770
POTTER PUBLIC LIBRARY,333 CHESTNUT,POTTER,69156
PRIMROSE PUBLIC LIBRARY,229 COMMERCIAL STREET,PRIMROSE,68655
LIED RANDOLPH PUBLIC LIBRARY,109 NORTH DOUGLAS,RANDOLPH,68771
RAVENNA PUBLIC LIBRARY,121 WEST SENECA,RAVENNA,68869
AULD PUBLIC LIBRARY,537 NORTH WEBSTER,RED CLOUD,68970
RISING CITY COMMUNITY LIBRARY,675 MAIN STREET,RISING CITY,68658
RUSHVILLE PUBLIC LIBRARY,207 SPRAGUE STREET,RUSHVILLE,69360
SAINT EDWARD PUBLIC LIBRARY,302 BEAVER STREET,ST. EDWARD,68660
SAINT PAUL PUBLIC LIBRARY,1301 HOWARD AVENUE,ST. PAUL,68873
SARGENT TOWNSHIP LIBRARY,504 MAIN STREET,SARGENT,68874
SCHUYLER PUBLIC LIBRARY,1123 A STREET,SCHUYLER,68661
LIED SCOTTSBLUFF PUBLIC LIBRARY,1809 3RD AVENUE,SCOTTSBLUFF,69361
SCRIBNER PUBLIC LIBRARY,504 MAIN STREET,SCRIBNER,68057
SEWARD MEMORIAL LIBRARY,233 SOUTH 5TH STREET,SEWARD,68434
SHELTON TOWNSHIP LIBRARY,313 C STREET,SHELTON,68876
VIRGIL BIEGERT PUBLIC LIBRARY,214 NORTH MARKET STREET,SHICKLEY,68436
SHUBERT PUBLIC LIBRARY,313 MAIN STREET,SHUBERT,68437
SIDNEY PUBLIC LIBRARY,1112 12TH AVENUE,SIDNEY,69162
SILVER CREEK TOWNSHIP LIBRARY,309 VINE STREET,SILVER CREEK,68663
SNYDER PUBLIC LIBRARY,203 ASH STREET,SNYDER,68664
SOUTH SIOUX CITY PUBLIC LIBRARY,2121 DAKOTA AVENUE,SOUTH SIOUX CITY,68776
SPENCER TOWNSHIP LIBRARY,110 WEST MAIN STREET,SPENCER,68777
SPRINGFIELD MEMORIAL LIBRARY,665 MAIN STREET,SPRINGFIELD,68059
STANTON PUBLIC LIBRARY,1009 JACKPINE,STANTON,68779
LOGAN COUNTY LIBRARY,317 MAIN STREET,STAPLETON,69163
STRATTON PUBLIC LIBRARY,502 BAILEY STREET,STRATTON,69043
STROMSBURG PUBLIC LIBRARY,320 CENTRAL STREET,STROMSBURG,68666
STUART TOWNSHIP LIBRARY,2ND AND MAIN STREET,STUART,68780
MAXINE WHITE SUTHERLAND PUBLIC LIBRARY,900 2ND STREET,SUTHERLAND,69165
SUTTON MEMORIAL LIBRARY,201 SOUTH SAUNDERS,SUTTON,68979
SYRACUSE PUBLIC LIBRARY,480 5TH STREET,SYRACUSE,68446
TABLE ROCK PUBLIC LIBRARY,511 LUZERNE STREET,TABLE ROCK,68447
TAYLOR PUBLIC LIBRARY,106 WILLIAMS STREET,TAYLOR,68879
TECUMSEH PUBLIC LIBRARY,170 BRANCH STREET,TECUMSEH,68450
LIED TEKAMAH PUBLIC LIBRARY,204 SOUTH 13TH STREET,TEKAMAH,68061
RAYMOND A. WHITWER TILDEN PUBLIC LIBRARY,202 SOUTH CENTER STREET,TILDEN,68781
TOBIAS PUBLIC LIBRARY,101 MAIN STREET,TOBIAS,68453
TRENTON PUBLIC LIBRARY,406 MAIN STREET,TRENTON,69044
ULYSSES TOWNSHIP LIBRARY,410 C STREET,ULYSSES,68669
VALENTINE PUBLIC LIBRARY,324 NORTH MAIN STREET,VALENTINE,69201
VALLEY PUBLIC LIBRARY,232 N. SPRUCE ST.,VALLEY,68064
VALPARAISO PUBLIC LIBRARY,300 WEST 2ND,VALPARAISO,68065
VERDIGRE PUBLIC LIBRARY,101 EAST 3RD STREET,VERDIGRE,68783
VILLAGE OF VERDON LIBRARY,306 1/2 MAIN STREET,VERDON,68457
WAHOO PUBLIC LIBRARY,637 NORTH MAPLE STREET,WAHOO,68066
GARDNER PUBLIC LIBRARY,114 WEST THIRD STREET,WAKEFIELD,68784
WALTHILL PUBLIC LIBRARY,222 MAIN STREET,WALTHILL,68067
AGNES ROBINSON WATERLOO PUBLIC LIBRARY,23704 CEDAR DRIVE,WATERLOO,68069
WAUNETA PUBLIC LIBRARY,319 NORTH TECUMSEH,WAUNETA,69045
LIED LINCOLN TOWNSHIP LIBRARY,603 E. NORRIS ST.,WAUSA,68786
WAYNE PUBLIC LIBRARY,410 NORTH PEARL STREET,WAYNE,68787
WEEPING WATER PUBLIC LIBRARY,101 W ELDORA AVE  SUITE 2,WEEPING WATER,68463
JOHN A STAHL LIBRARY,330 NORTH COLFAX,WEST POINT,68788
DVORACEK MEMORIAL LIBRARY,419 WEST THIRD STREET,WILBER,68465
WILCOX PUBLIC LIBRARY,121 SOUTH MAIN STREET,WILCOX,68982
LIED WINSIDE PUBLIC LIBRARY,417 MAIN STREET,WINSIDE,68790
WISNER PUBLIC LIBRARY,1015 EAST E STREET,WISNER,68791
WOLBACH PUBLIC LIBRARY,610 KINGSTON,WOLBACH,68882
MALTMAN MEMORIAL PUBLIC LIBRARY,910 MAIN STREET,WOOD RIVER,68883
WYMORE PUBLIC LIBRARY,116 WEST F STREET,WYMORE,68466
KILGORE MEMORIAL LIBRARY,520 NEBRASKA AVENUE,YORK,68467
YUTAN PUBLIC LIBRARY,410 1ST ST.,YUTAN,68073
CAMPBELL PUBLIC LIBRARY,721 BROAD STREET,CAMPBELL,68932
MADISON PUBLIC LIBRARY,208 WEST 3RD STREET,MADISON,68748
SHELBY COMMUNITY LIBRARY,650 N. WALNUT,SHELBY,68662
STRUCKMAN-BAATZ MEMORIAL LIBRARY,104 SOUTH WEST AVENUE,WESTERN,68464
INDIANOLA PUBLIC LIBRARY,122 NORTH 4TH STREET,INDIANOLA,69034
EWING TOWNSHIP LIBRARY,202 EAST NEBRASKA,EWING,68735
SUMP MEMORIAL LIBRARY,222 NORTH JEFFERSON,PAPILLION,68046
SUPERIOR  PUBLIC LIBRARY,449 NORTH KANSAS STREET,SUPERIOR,68978
HRUSKA MEMORIAL PUBLIC LIBRARY,399 NORTH 5TH STREET,DAVID CITY,68632
DWIGHT COMMUNITY LIBRARY,102 NORTH 2ND STREET,DWIGHT,68635
MILLIGAN PUBLIC LIBRARY,424 MAIN STREET,MILLIGAN,68406
HOOPER PUBLIC LIBRARY,126 NORTH MAIN,HOOPER,68031
LAUREL COMMUNITY LEARNING CENTER,502 WAKEFIELD ST.,LAUREL,68745
ALLIANCE PUBLIC LIBRARY,1750 SWEETWATER AVENUE,ALLIANCE,69301
LA VISTA PUBLIC LIBRARY,9110 GILES ROAD,LA VISTA,68128
BARIGHT PUBLIC LIBRARY,5555 SOUTH 77TH STREET,RALSTON,68127
BOB & WAUNETA BURKLEY LIBRARY & RESOURCE CENTER,208 EAST FILLMORE,DEWITT,68341
GIBBON PUBLIC LIBRARY,116 LABARRE STREET,GIBBON,68840
BIG SPRINGS PUBLIC LIBRARY,400 PINE STREET,BIG SPRINGS,69122
DALTON PUBLIC LIBRARY,306 MAIN STREET,DALTON,69131
DAVIES MEMORIAL LIBRARY,612 THAYER STREET,BUTTE,68722
DUNDY COUNTY LIBRARY,126 7TH AVENUE EAST,BENKELMAN,69021
FAITH MEMORIAL LIBRARY,122 NORTH GARRISON AVENUE,WALLACE,69169
FINCH MEMORIAL LIBRARY,205 NORTH WALNUT,ARNOLD,69120
GILTNER PUBLIC LIBRARY,4020 NORTH COMMERCIAL AVENUE,GILTNER,68841
JOHN G SMITH MEMORIAL LIBRARY,517 RIDGE STREET,DAWSON,68337
KEYA PAHA COUNTY LIBRARY,TURBINE AVENUE & SOUTH MAIN,SPRINGVIEW,68778
LOOMIS PUBLIC LIBRARY,301 COMMERCIAL,LOOMIS,68958
LYNCH PUBLIC LIBRARY,423 WEST HOFFMAN,LYNCH,68746
NEHAWKA PUBLIC LIBRARY,221 MAPLE,NEHAWKA,68413
OCONTO PUBLIC LIBRARY,43352 ROAD 780,OCONTO,68860
OVERTON COMMUNITY LIBRARY,407 HIGHWAY 30,OVERTON,68863
PALMER PUBLIC LIBRARY,202 COMMERCIAL STREET,PALMER,68864
PETERSBURG PUBLIC LIBRARY,103 SOUTH SECOND STREET,PETERSBURG,68652
PLYMOUTH PUBLIC LIBRARY,103 NORTH JEFFERSON AVENUE,PLYMOUTH,68424
SCOTIA PUBLIC LIBRARY,110 S. MAIN,SCOTIA,68875
SIOUX COUNTY PUBLIC LIBRARY,182 WEST 3RD,HARRISON,69346
SPALDING PUBLIC LIBRARY,141 SAINT JOSEPH STREET,SPALDING,68665
SPRINGBANK TOWNSHIP LIBRARY,100 EAST 2ND STREET,ALLEN,68710
STELLA COMMUNITY LIBRARY,222 N. MAIN ST.,STELLA,68442
STERLING PUBLIC LIBRARY,150 BROADWAY STREET,STERLING,68443
TALMAGE PUBLIC LIBRARY,405 MAIN STREET,TALMAGE,68448
THOMAS COUNTY LIBRARY,501 MAIN STREET,THEDFORD,69166
TUCKER MEMORIAL LIBRARY,313 HARBINE STREET,ALEXANDRIA,68303
WILSONVILLE PUBLIC LIBRARY,203 IVA STREET,WILSONVILLE,69046
DOUGLAS PUBLIC LIBRARY,ROUTE 1,DOUGLAS,68344
GREELEY VILLAGE PUBLIC LIBRARY,102 SOUTH KILDARE STREET,GREELEY,68842
TUCKER FREE LIBRARY,31 WESTERN AVENUE,HENNIKER,3242
HILL PUBLIC LIBRARY,30 CRESCENT STREET,HILL,3243
FULLER PUBLIC LIBRARY,29 SCHOOL STREET,HILLSBORO,3244
HINSDALE PUBLIC LIBRARY,122 BRATTLEBORO ROAD,HINSDALE,3451
HOLDERNESS LIBRARY,866 US ROUTE 3,HOLDERNESS,3245
HOLLIS SOCIAL LIBRARY,2 MONUMENT SQUARE,HOLLIS,3049
HOOKSETT PUBLIC LIBRARY,31 MOUNT SAINT MARY'S WAY,HOOKSETT,3106
HOPKINTON TOWN LIBRARY,61 HOUSTON DRIVE,CONTOOCOOK,3229
RODGERS MEMORIAL LIBRARY,194 DERRY ROAD,HUDSON,3051
KIMBALL LIBRARY,5 ACADEMY AVENUE,ATKINSON,3811
JACKSON PUBLIC LIBRARY,52 MAIN STREET,JACKSON,3846
JAFFREY PUBLIC LIBRARY,38 MAIN STREET,JAFFREY,3452
JEFFERSON PUBLIC LIBRARY,737 PRESIDENTIAL HIGHWAY,JEFFERSON,3583
KEENE PUBLIC LIBRARY,60 WINTER STREET,KEENE,3431
KENSINGTON SOCIAL & PUBLIC LIBRARY,126 AMESBURY ROAD,KENSINGTON,3833
KINGSTON COMMUNITY LIBRARY,2 LIBRARY LANE,KINGSTON,3848
LACONIA PUBLIC LIBRARY,695 MAIN STREET,LACONIA,3246
WILLIAM D. WEEKS MEMORIAL LIBRARY,128 MAIN STREET,LANCASTER,3584
LEBANON PUBLIC LIBRARY,9 EAST PARK STREET,LEBANON,3766
LEE PUBLIC LIBRARY,9 MAST ROAD,LEE,3861
GRIFFIN FREE PUBLIC LIBRARY,22 HOOKSETT ROAD,AUBURN,3032
MINER MEMORIAL LIBRARY,3 2ND NEW HAMPSHIRE TURNPIKE,LEMPSTER,3605
LINCOLN PUBLIC LIBRARY,22 CHURCH STREET,LINCOLN,3251
LISBON PUBLIC LIBRARY,45 SCHOOL STREET,LISBON,3585
AARON CUTLER MEMORIAL LIBRARY,269 CHARLES BANCROFT HIGHWAY,LITCHFIELD,3052
LITTLETON PUBLIC LIBRARY,92 MAIN STREET,LITTLETON,3561
LEACH LIBRARY,276 MAMMOTH ROAD,LONDONDERRY,3053
MAXFIELD PUBLIC LIBRARY,8 ROUTE 129,LOUDON,3307
CONVERSE FREE LIBRARY,38 UNION STREET,LYME,3768
J.A. TARBELL LIBRARY,136 FOREST ROAD,LYNDEBOROUGH,3082
MADISON LIBRARY,1895 VILLAGE ROAD,MADISON,3849
OSCAR FOSS MEMORIAL LIBRARY,111 SOUTH BARNSTEAD ROAD,CENTER BARNSTEAD,3225
MANCHESTER CITY LIBRARY,405 PINE STREET,MANCHESTER,3104
FROST FREE LIBRARY,28 JAFFREY ROAD,MARLBOROUGH,3455
MARLOW TOWN LIBRARY,12 CHURCH STREET,MARLOW,3456
MASON PUBLIC LIBRARY,16 DARLING HILL ROAD,MASON,3048
MEREDITH PUBLIC LIBRARY,91 MAIN STREET,MEREDITH,3253
MERRIMACK PUBLIC LIBRARY,470 DANIEL WEBSTER HIGHWAY,MERRIMACK,3054
MILAN PUBLIC LIBRARY,20 BRIDGE STREET,MILAN,3588
WILLIAM Y. WADLEIGH MEMORIAL LIBRARY,49 NASHUA STREET,MILFORD,3055
NUTE HIGH SCHOOL & LIBRARY,22 ELM STREET,MILTON,3851
MILTON FREE PUBLIC LIBRARY,13 MAIN STREET,MILTON MILLS,3852
BARRINGTON PUBLIC LIBRARY,105 RAMSDELL LANE,BARRINGTON,3825
MONROE PUBLIC LIBRARY,19 PLAINS ROAD,MONROE,3771
DALAND MEMORIAL LIBRARY,5 NORTH MAIN STREET,MONT VERNON,3057
MOULTONBOROUGH PUBLIC LIBRARY,4 HOLLAND STREET,MOULTONBOROUGH,3254
NASHUA PUBLIC LIBRARY,2 COURT STREET,NASHUA,3060
OLIVIA RODHAM MEMORIAL LIBRARY,1 NELSON COMMON ROAD,NELSON,3457
WHIPPLE FREE LIBRARY,67 MONT VERNON RD,NEW BOSTON,3070
NEWBURY PUBLIC LIBRARY,933 ROUTE 103,NEWBURY,3255
NEW CASTLE PUBLIC LIBRARY,301 WENTWORTH ROAD,NEW CASTLE,3854
NEW DURHAM PUBLIC LIBRARY,2 OLD BAY ROAD,NEW DURHAM,3855
PAUL MEMORIAL LIBRARY,76 MAIN STREET,NEWFIELDS,3856
BARTLETT PUBLIC LIBRARY,1313 US RTE 302,BARTLETT,3812
GORDON-NASH LIBRARY,69 MAIN STREET,NEW HAMPTON,3256
LANGDON LIBRARY,328 NIMBLE HILL ROAD,NEWINGTON,3801
NEW IPSWICH LIBRARY,6 MAIN STREET,NEW IPSWICH,3071
TRACY MEMORIAL LIBRARY,304 MAIN STREET,NEW LONDON,3257
NEWMARKET PUBLIC LIBRARY,1 ELM STREET,NEWMARKET,3857
RICHARDS FREE LIBRARY,58 NORTH MAIN STREET,NEWPORT,3773
GALE LIBRARY,16 SOUTH MAIN STREET,NEWTON,3858
NORTH HAMPTON PUBLIC LIBRARY,237A ATLANTIC AVENUE,NORTH HAMPTON,3862
NORTHUMBERLAND PUBLIC LIBRARY,31 STATE STREET,GROVETON,3582
CHESLEY MEMORIAL LIBRARY,8 MOUNTAIN AVENUE,NORTHWOOD,3261
BATH PUBLIC LIBRARY,4 WEST BATH ROAD,BATH,3740
BLAISDELL MEMORIAL LIBRARY,129 STAGE ROAD,NOTTINGHAM,3290
ORFORD FREE LIBRARY,2539 ROUTE 25A,ORFORD,3777
OSSIPEE PUBLIC LIBRARY,74 MAIN STREET,CENTER OSSIPEE,3814
PELHAM PUBLIC LIBRARY,24 VILLAGE GREEN,PELHAM,3076
PEMBROKE TOWN LIBRARY,313 PEMBROKE STREET,PEMBROKE,3275
PETERBOROUGH TOWN LIBRARY,2 CONCORD STREET,PETERBOROUGH,3458
PIERMONT PUBLIC LIBRARY,130 ROUTE 10,PIERMONT,3779
BREMER POND MEMORIAL LIBRARY,12 SCHOOL STREET,PITTSBURG,3592
BEDFORD PUBLIC LIBRARY,3 MEETINGHOUSE ROAD,BEDFORD,3110
JOSIAH CARPENTER LIBRARY,41 MAIN STREET,PITTSFIELD,3263
PHILIP READ MEMORIAL LIBRARY,1088 ROUTE 12A,PLAINFIELD,3781
MERIDEN LIBRARY,22 BEAN ROAD,MERIDEN,3770
PLAISTOW PUBLIC LIBRARY,85 MAIN STREET,PLAISTOW,3865
PEASE PUBLIC LIBRARY,1 RUSSELL STREET,PLYMOUTH,3264
PORTSMOUTH PUBLIC LIBRARY,175 PARROTT AVENUE,PORTSMOUTH,3801
DUDLEY-TUCKER LIBRARY,6 EPPING STREET,RAYMOND,3077
RICHMOND PUBLIC LIBRARY,19 WINCHESTER ROAD,RICHMOND,3470
INGALLS MEMORIAL LIBRARY,203 MAIN STREET,RINDGE,3461
BELMONT PUBLIC LIBRARY,146 MAIN STREET,BELMONT,3220
ROCHESTER PUBLIC LIBRARY,65 SOUTH MAIN STREET,ROCHESTER,3867
EAST ROCHESTER PUBLIC LIBRARY,55 MAIN STREET,EAST ROCHESTER,3868
BYRON G. MERRILL LIBRARY,10 BUFFALO ROAD,RUMNEY,3266
RYE PUBLIC LIBRARY,581 WASHINGTON ROAD,RYE,3870
KELLEY LIBRARY,234 MAIN STREET,SALEM,3079
SALISBURY FREE LIBRARY,641 OLD TURNPIKE ROAD,SALISBURY,3268
SANBORNTON PUBLIC LIBRARY,27 MEETINGHOUSE HILL ROAD,SANBORNTON,3269
SANDOWN PUBLIC LIBRARY,305 MAIN STREET,SANDOWN,3873
SAMUEL H. WENTWORTH LIBRARY,35 MAIN STREET,CENTER SANDWICH,3227
SEABROOK LIBRARY,25 LIBERTY LANE,SEABROOK,3874
G.E.P. DODGE LIBRARY,2 MAIN STREET,BENNINGTON,3442
SOMERSWORTH PUBLIC LIBRARY,25 MAIN STREET,SOMERSWORTH,3878
SOUTH HAMPTON FREE PUBLIC LIBRARY,3-1 HILLDALE AVENUE,SOUTH HAMPTON,3827
LIBBIE A. CASS MEMORIAL LIBRARY,2748 MAIN STREET,SPRINGFIELD,3284
DENNIS JOOS MEMORIAL LIBRARY,888 WASHINGTON STREET,W. STEWARTSTOWN,3597
DAVIS PUBLIC LIBRARY,1391 ROUTE 123 NORTH,STODDARD,3464
HILL LIBRARY,1151 PARKER MOUNTAIN ROAD,STRAFFORD,3884
HAYNES LIBRARY,33 WASHBURN ROAD,ALEXANDRIA,3222
BERLIN PUBLIC LIBRARY,270 MAIN STREET,BERLIN,3570
STRATFORD PUBLIC LIBRARY,74 MAIN STREET,STRATFORD,3590
WIGGIN MEMORIAL LIBRARY,10 BUNKER HILL AVE.,STRATHAM,3885
RICHARDSON MEMORIAL LIBRARY,1411 MAIN STREET,SUGAR HILL,3586
SULLIVAN PUBLIC LIBRARY,436 CENTRE STREET,SULLIVAN,3445
ABBOTT LIBRARY,11 SOONIPI CIRCLE,SUNAPEE,3782
REED FREE LIBRARY,8 VILLAGE ROAD,SURRY,3431
MT. CAESAR UNION LIBRARY,628 OLD HOMESTEAD HIGHWAY,SWANZEY,3446
STRATTON FREE LIBRARY,9 MAIN STREET,WEST SWANZEY,3446
BETHLEHEM PUBLIC LIBRARY,2245 MAIN STREET,BETHLEHEM,3574
MANSFIELD PUBLIC LIBRARY,5 MAIN STREET,TEMPLE,3084
THORNTON PUBLIC LIBRARY,1884 NH RTE 175,THORNTON,3285
HALL MEMORIAL LIBRARY,18 PARK STREET,NORTHFIELD,3276
GAY-KIMBALL LIBRARY,10 SOUTH MAIN STREET,TROY,3465
TUFTONBORO FREE LIBRARY,221 MIDDLE RD.,CTR. TUFTONBORO,3816
UNITY FREE PUBLIC LIBRARY,"13 CENTER ROAD, UNIT 4",UNITY,3603
WAKEFIELD PUBLIC LIBRARY,2699 WAKEFIELD ROAD,WAKEFIELD,3872
"GAFNEY LIBRARY, INC.",14 HIGH STREET,SANBORNVILLE,3872
BOSCAWEN PUBLIC LIBRARY,116 NORTH MAIN ST,BOSCAWEN,3303
WALPOLE TOWN LIBRARY,48 MAIN STREET,WALPOLE,3608
PILLSBURY FREE LIBRARY,18 EAST MAIN STREET,WARNER,3278
JOSEPH PATCH LIBRARY,320 NH ROUTE 25,WARREN,3279
SHEDD FREE LIBRARY,46 NORTH MAIN STREET,WASHINGTON,3280
OSCEOLA LIBRARY,2 WEST BRANCH ROAD,WATERVILLE VALLEY,3215
WEARE PUBLIC LIBRARY,10 PAIGE MEMORIAL LANE,WEARE,3281
WEBSTER FREE PUBLIC LIBRARY,947 BATTLE STREET,WEBSTER,3303
WEBSTER MEMORIAL LIBRARY,20 WENTWORTH VILLAGE ROAD,WENTWORTH,3282
WESTMORELAND PUBLIC LIBRARY,33 SOUTH VILLAGE ROAD,WESTMORELAND,3467
WHITEFIELD PUBLIC LIBRARY,8 LANCASTER ROAD,WHITEFIELD,3598
BAKER FREE LIBRARY,509 SOUTH STREET,BOW,3304
WILMOT PUBLIC LIBRARY,11 NORTH WILMOT ROAD,WILMOT,3287
WILTON PUBLIC & GREGG FREE LIBRARY,7 FOREST ROAD,WILTON,3086
CONANT PUBLIC LIBRARY,111 MAIN STREET,WINCHESTER,3470
NESMITH LIBRARY,8 FELLOWS ROAD,WINDHAM,3087
WOLFEBORO PUBLIC LIBRARY,259 SOUTH MAIN STREET,WOLFEBORO,3894
MOOSILAUKE PUBLIC LIBRARY,165 LOST RIVER ROAD,WOODSTOCK,3262
BROWN MEMORIAL LIBRARY,78 WEST MAIN STREET,BRADFORD,3221
MARY E. BARTLETT LIBRARY,22 DALTON ROAD,BRENTWOOD,3833
MINOT-SLEEPER LIBRARY,35 PLEASANT STREET,BRISTOL,3222
BROOKLINE PUBLIC LIBRARY,16 MAIN STREET,BROOKLINE,3033
ALLENSTOWN PUBLIC LIBRARY,59 MAIN STREET,ALLENSTOWN,3275
CANAAN TOWN LIBRARY,1173 U.S. RT 4,CANAAN,3741
SMYTH PUBLIC LIBRARY,55 HIGH STREET,CANDIA,3034
ELKINS LIBRARY,9 CENTER ROAD,CANTERBURY,3224
TWIN MOUNTAIN PUBLIC LIBRARY,92 SCHOOL STREET,TWIN MOUNTAIN,3595
JAMES E. NICHOLS MEMORIAL LIBRARY,35 PLYMOUTH STREET,CENTER HARBOR,3226
SILSBY FREE PUBLIC LIBRARY,226 MAIN STREET,CHARLESTOWN,3603
CHESTERFIELD PUBLIC LIBRARY,524 ROUTE 63,CHESTERFIELD,3443
CHICHESTER TOWN LIBRARY,161 MAIN STREET,CHICHESTER,3258
FISKE FREE LIBRARY,108 BROAD STREET,CLAREMONT,3743
SHEDD-PORTER MEMORIAL LIBRARY,3 MAIN ST,ALSTEAD,3602
COLEBROOK PUBLIC LIBRARY,126 MAIN ST.,COLEBROOK,3576
CONCORD PUBLIC LIBRARY,45 GREEN STREET,CONCORD,3301
CONWAY PUBLIC LIBRARY,15 GREENWOOD AVENUE,CONWAY,3818
NORTH CONWAY PUBLIC LIBRARY ASSOCIATION,2719 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,3860
GEORGE H. STOWELL FREE LIBRARY,24 SCHOOL STREET,CORNISH FLAT,3746
DALTON PUBLIC LIBRARY,756 DALTON ROAD,DALTON,3598
COLBY MEMORIAL LIBRARY,7 COLBY ROAD,DANVILLE,3819
PHILBRICK-JAMES LIBRARY,4 CHURCH STREET,DEERFIELD,3037
GILMAN LIBRARY,100 MAIN STREET,ALTON,3809
DEERING PUBLIC LIBRARY,762 DEERING CENTER ROAD,DEERING,3244
DERRY PUBLIC LIBRARY,64 EAST BROADWAY,DERRY,3038
TAYLOR LIBRARY,49 EAST DERRY ROAD,EAST DERRY,3041
DOVER PUBLIC LIBRARY,73 LOCUST STREET,DOVER,3820
DUBLIN PUBLIC LIBRARY,1114 MAIN STREET,DUBLIN,3444
DUNBARTON PUBLIC LIBRARY,1004 SCHOOL STREET,DUNBARTON,3046
DURHAM PUBLIC LIBRARY,49 MADBURY ROAD,DURHAM,3824
EAST KINGSTON PUBLIC LIBRARY,47 MAPLEVALE ROAD,EAST KINGSTON,3827
AMHERST TOWN LIBRARY,14 MAIN STREET,AMHERST,3031
EASTON PUBLIC LIBRARY,1060 EASTON VALLEY ROAD,EASTON,3580
EFFINGHAM PUBLIC LIBRARY,30 TOWN HOUSE ROAD,EFFINGHAM,3882
ENFIELD PUBLIC LIBRARY,23 MAIN STREET,ENFIELD,3748
HARVEY-MITCHELL MEMORIAL LIBRARY,151 MAIN STREET,EPPING,3042
